epoch,te_acc,te_loss,elapsed
0,0.21859999001026154,2.2560853958129883,7.168411016464233
1,0.2662999927997589,2.2078022956848145,6.607341527938843
2,0.32349997758865356,2.160918951034546,6.771714925765991
3,0.361299991607666,2.1153910160064697,7.0901570320129395
4,0.3840000033378601,2.0706517696380615,6.7221643924713135
5,0.40299999713897705,2.0258922576904297,6.618347644805908
6,0.41449999809265137,1.9820507764816284,6.823465824127197
7,0.42669999599456787,1.9392181634902954,6.946412801742554
8,0.4396999776363373,1.8973385095596313,6.732434034347534
9,0.4496999979019165,1.8556209802627563,6.928547382354736
10,0.45719999074935913,1.817381501197815,6.679288148880005
11,0.4643999934196472,1.7820559740066528,6.732357740402222
12,0.4729999899864197,1.7480851411819458,6.830655097961426
13,0.4802999794483185,1.7150745391845703,7.016429424285889
14,0.48749998211860657,1.6835381984710693,7.07279896736145
15,0.49300000071525574,1.6530039310455322,6.843409538269043
16,0.49859997630119324,1.6246259212493896,6.790919542312622
17,0.5047999620437622,1.598034381866455,6.873840570449829
18,0.5115000009536743,1.5719760656356812,6.749741554260254
19,0.5175999999046326,1.5450704097747803,6.6483471393585205
20,0.5238999724388123,1.5201677083969116,6.7717671394348145
21,0.5302000045776367,1.4959585666656494,6.704347133636475
22,0.5370999574661255,1.4720059633255005,6.82728910446167
23,0.5460000038146973,1.44768488407135,6.897701978683472
24,0.5544999837875366,1.4218982458114624,6.708817720413208
25,0.5622000098228455,1.3975945711135864,6.7283854484558105
26,0.5690000057220459,1.373365044593811,6.728137016296387
27,0.576200008392334,1.347700834274292,6.7101263999938965
28,0.5830999612808228,1.3242038488388062,6.945568561553955
29,0.5913000106811523,1.2998195886611938,6.976149082183838
30,0.5985000133514404,1.2750777006149292,6.644036293029785
31,0.6053999662399292,1.2506122589111328,6.7915472984313965
32,0.6146000027656555,1.228461503982544,6.869998455047607
33,0.6215999722480774,1.2062594890594482,6.8709189891815186
34,0.627299964427948,1.1859853267669678,6.822258710861206
35,0.6323999762535095,1.1683844327926636,6.829598426818848
36,0.6355999708175659,1.1506506204605103,6.879377126693726
37,0.6389999985694885,1.1330907344818115,6.827981233596802
38,0.6434000134468079,1.1171526908874512,7.066311359405518
39,0.6470999717712402,1.1022061109542847,6.729655504226685
