epoch,te_acc,te_loss,elapsed
0,0.3504999876022339,2.167149782180786,10.314739465713501
1,0.4405999779701233,1.9983683824539185,8.252200365066528
2,0.4927999973297119,1.8395916223526,8.270838260650635
3,0.5139999985694885,1.6956892013549805,8.124781608581543
4,0.5347999930381775,1.5761688947677612,8.335923194885254
5,0.5514999628067017,1.4785871505737305,8.562025547027588
6,0.5662999749183655,1.3989605903625488,8.474401473999023
7,0.5805000066757202,1.3342350721359253,8.044617414474487
8,0.592199981212616,1.2828789949417114,8.446435451507568
9,0.6000999808311462,1.2373968362808228,8.110936880111694
10,0.6096999645233154,1.2016247510910034,8.160722494125366
11,0.6154999732971191,1.1713318824768066,8.239918231964111
12,0.6227999925613403,1.143977165222168,8.556919813156128
13,0.6322000026702881,1.1190757751464844,7.952043056488037
14,0.6390999555587769,1.096323013305664,8.628151893615723
15,0.6456999778747559,1.074676752090454,8.164693832397461
16,0.6504999995231628,1.0559831857681274,8.555983066558838
17,0.6557999849319458,1.0389478206634521,8.247137784957886
18,0.661899983882904,1.0232362747192383,8.285707473754883
19,0.6675999760627747,1.0082045793533325,8.490772247314453
20,0.6721000075340271,0.9944638013839722,8.35459589958191
21,0.674299955368042,0.9827521443367004,8.303145408630371
22,0.6771999597549438,0.9699324369430542,7.985771417617798
23,0.6812999844551086,0.9574405550956726,7.9952497482299805
24,0.6847999691963196,0.9460461735725403,8.211973428726196
25,0.6872999668121338,0.9361952543258667,8.386043548583984
26,0.6917999982833862,0.9259986877441406,8.409518480300903
27,0.6956999897956848,0.9146450757980347,8.345763206481934
28,0.6974999904632568,0.9058223962783813,8.253968238830566
29,0.6998999714851379,0.8970950245857239,7.7289958000183105
30,0.7026999592781067,0.889106810092926,8.722136735916138
31,0.7064999938011169,0.8815200924873352,8.84160828590393
32,0.7084000110626221,0.8765625357627869,8.457929372787476
33,0.7099999785423279,0.870934009552002,8.10682487487793
34,0.7121999859809875,0.8647667169570923,8.493419170379639
35,0.7111999988555908,0.8615921139717102,8.382267713546753
36,0.7135999798774719,0.8558229207992554,8.76074743270874
37,0.7163000106811523,0.8491238951683044,8.803033351898193
38,0.7184999585151672,0.8446667790412903,8.557578563690186
39,0.7216999530792236,0.8396306037902832,8.620903015136719
40,0.7221999764442444,0.8345110416412354,7.935103178024292
41,0.7240999937057495,0.8284410834312439,7.635004281997681
42,0.726099967956543,0.8240074515342712,7.6185386180877686
43,0.727899968624115,0.8182230591773987,8.57607626914978
44,0.7306999564170837,0.8126419186592102,8.278023719787598
45,0.7318999767303467,0.807456374168396,8.36202073097229
46,0.7324999570846558,0.8030686378479004,8.495652914047241
47,0.7348999977111816,0.7982858419418335,8.536633253097534
48,0.7374999523162842,0.79375159740448,8.283477067947388
49,0.7387999892234802,0.7892780900001526,9.045618057250977
50,0.7407000064849854,0.7843206524848938,7.901428699493408
51,0.7414000034332275,0.7796865105628967,8.82921314239502
52,0.743399977684021,0.7745795845985413,7.1493823528289795
53,0.7450999617576599,0.7695960998535156,7.196263313293457
54,0.7466999888420105,0.7648426294326782,7.149326324462891
55,0.7484999895095825,0.7603869438171387,7.409977436065674
56,0.75,0.7564097046852112,7.97084903717041
57,0.7515999674797058,0.7528243660926819,8.116512060165405
58,0.7516999840736389,0.7495421767234802,8.068182468414307
59,0.7538999915122986,0.7467864751815796,8.403909921646118
60,0.7551999688148499,0.7442010641098022,7.825530290603638
61,0.7566999793052673,0.7415518760681152,8.026169776916504
62,0.7584999799728394,0.7385821342468262,8.558510780334473
63,0.7590999603271484,0.7353677749633789,8.493992805480957
64,0.7590000033378601,0.7323142290115356,8.2608060836792
65,0.7591999769210815,0.7297725081443787,8.411133527755737
66,0.7594000101089478,0.7280883193016052,8.749274015426636
67,0.7604999542236328,0.7260389924049377,8.221074342727661
68,0.7610999941825867,0.7237879633903503,8.41463589668274
69,0.7608999609947205,0.7214344143867493,7.8827972412109375
70,0.7619999647140503,0.7187155485153198,8.764166355133057
71,0.7633000016212463,0.7157402634620667,8.566188335418701
72,0.7644999623298645,0.7125968933105469,7.990711450576782
73,0.7658999562263489,0.7094091773033142,8.243353605270386
74,0.7667999863624573,0.706601083278656,8.80668306350708
75,0.7673999667167664,0.7032666206359863,8.578507423400879
76,0.7680000066757202,0.7010055184364319,8.30290174484253
77,0.7669999599456787,0.6989337801933289,8.427750587463379
78,0.7671999931335449,0.6961390376091003,8.704745054244995
79,0.7678999900817871,0.6933481097221375,8.721233367919922
80,0.7683999538421631,0.6906915903091431,8.395009517669678
81,0.7691999673843384,0.6878221035003662,8.113845825195312
82,0.7696999907493591,0.6845443248748779,8.31620454788208
83,0.771399974822998,0.681638777256012,8.206167697906494
84,0.7719999551773071,0.6789795160293579,8.133986473083496
85,0.772599995136261,0.6764228343963623,8.604635000228882
86,0.7750999927520752,0.6740137338638306,9.308722257614136
87,0.7755999565124512,0.6724123954772949,8.243069648742676
88,0.776699960231781,0.670367419719696,7.333919286727905
89,0.777899980545044,0.6688022017478943,7.408114433288574
90,0.778499960899353,0.666892945766449,8.634363889694214
91,0.7792999744415283,0.664747416973114,8.365510940551758
92,0.7805999517440796,0.6625388264656067,8.153137922286987
93,0.7817999720573425,0.6603339314460754,8.32686734199524
94,0.7827999591827393,0.6584771871566772,8.744738578796387
95,0.7834999561309814,0.6569149494171143,7.994918346405029
96,0.7838999629020691,0.6548523306846619,7.94524073600769
97,0.7842999696731567,0.6526305079460144,8.482714653015137
98,0.7851999998092651,0.6505826115608215,8.872760534286499
99,0.7853999733924866,0.6489946246147156,8.174824237823486
100,0.7852999567985535,0.6474022269248962,8.850280523300171
101,0.7857999801635742,0.6458587050437927,8.572411298751831
102,0.786300003528595,0.6441583633422852,8.192584753036499
103,0.7863999605178833,0.6426054835319519,8.485879182815552
104,0.7871999740600586,0.6411378383636475,8.466467142105103
105,0.7861999869346619,0.6395851969718933,8.495205640792847
