epoch,te_acc,te_loss,elapsed
0,0.13989999890327454,2.2890126705169678,7.154678821563721
1,0.21779999136924744,2.268314838409424,6.586673259735107
2,0.30390000343322754,2.2450547218322754,6.480840444564819
3,0.36640000343322754,2.216963768005371,6.789532661437988
4,0.4052000045776367,2.1854100227355957,6.682682275772095
5,0.4332999885082245,2.1510236263275146,6.763653516769409
6,0.4502999782562256,2.1147689819335938,6.71524715423584
7,0.4702000021934509,2.078421115875244,6.626496076583862
8,0.48819997906684875,2.0410380363464355,6.571031093597412
9,0.5029999613761902,1.9975968599319458,6.714795827865601
10,0.5162999629974365,1.958836317062378,6.834123373031616
11,0.527899980545044,1.9189095497131348,6.789707899093628
12,0.5403000116348267,1.8766802549362183,6.5788280963897705
13,0.5478000044822693,1.8350435495376587,6.6909754276275635
14,0.5615000128746033,1.7925359010696411,6.911895513534546
15,0.5683000087738037,1.7471827268600464,6.997648239135742
16,0.5783999562263489,1.7052379846572876,6.758441686630249
17,0.5860999822616577,1.6647366285324097,6.568514108657837
18,0.5898999571800232,1.6241321563720703,6.7416722774505615
19,0.5956999659538269,1.58330500125885,6.667536020278931
20,0.5995000004768372,1.5466835498809814,6.674142599105835
21,0.6039999723434448,1.5095959901809692,6.705960512161255
22,0.6116999983787537,1.4714829921722412,6.736063241958618
23,0.6173999905586243,1.4356496334075928,6.9022393226623535
24,0.621999979019165,1.4043256044387817,6.7917799949646
25,0.6280999779701233,1.3741235733032227,6.7657294273376465
26,0.6322000026702881,1.3410818576812744,6.616538763046265
27,0.6380999684333801,1.3090356588363647,6.756224632263184
28,0.6401000022888184,1.2825716733932495,6.788516283035278
29,0.6452999711036682,1.2559596300125122,6.667296409606934
30,0.6474999785423279,1.2333877086639404,6.696386337280273
31,0.6538999676704407,1.2112557888031006,6.735774993896484
32,0.6531999707221985,1.1918233633041382,6.667045831680298
33,0.6581000089645386,1.1724060773849487,6.875863552093506
34,0.6610999703407288,1.1542035341262817,6.667628765106201
35,0.661899983882904,1.1404576301574707,6.7714128494262695
36,0.6649999618530273,1.1205743551254272,6.6345648765563965
37,0.6696000099182129,1.1032124757766724,6.652488946914673
38,0.6722999811172485,1.0917398929595947,7.2156431674957275
39,0.6762999892234802,1.0768316984176636,6.6522133350372314
40,0.6782000064849854,1.06191885471344,6.65568470954895
41,0.6816999912261963,1.0463838577270508,6.661316394805908
42,0.6825000047683716,1.0371708869934082,6.751326084136963
43,0.6847999691963196,1.024701476097107,6.90660285949707
44,0.6876999735832214,1.0133951902389526,6.617557525634766
45,0.6893999576568604,1.0023473501205444,6.730429410934448
46,0.6902999877929688,0.9924652576446533,6.568280935287476
47,0.6930999755859375,0.9823547601699829,6.662570953369141
48,0.6944999694824219,0.9738656878471375,6.805822134017944
49,0.6958000063896179,0.9658081531524658,6.576529502868652
50,0.6984999775886536,0.9553550481796265,6.629255771636963
51,0.6992999911308289,0.9461381435394287,6.6925458908081055
52,0.7023999691009521,0.936704695224762,6.7754967212677
53,0.703000009059906,0.9283312559127808,6.806172847747803
54,0.7062999606132507,0.9207399487495422,6.744821786880493
55,0.7074999809265137,0.9131982922554016,6.87576699256897
56,0.7098999619483948,0.9058530926704407,6.742763042449951
57,0.7087999582290649,0.9017311930656433,6.618399143218994
58,0.7091999650001526,0.8954780101776123,6.85802435874939
59,0.7113999724388123,0.8910019993782043,6.697844743728638
60,0.7137999534606934,0.8848426938056946,6.864630699157715
61,0.7152000069618225,0.8802613615989685,6.76492977142334
62,0.7177000045776367,0.8737155795097351,6.830418109893799
63,0.718999981880188,0.8668733239173889,6.765089750289917
64,0.72079998254776,0.8615314364433289,6.655581712722778
65,0.7217999696731567,0.856847882270813,6.672989130020142
66,0.7227999567985535,0.8530803322792053,6.62221884727478
67,0.7246999740600586,0.8477033972740173,6.9288434982299805
68,0.724299967288971,0.8410722613334656,6.759034872055054
69,0.7261999845504761,0.838300883769989,6.808489561080933
70,0.7281999588012695,0.8340525031089783,6.5317223072052
71,0.7285000085830688,0.8286340832710266,6.65274977684021
72,0.729699969291687,0.8239402174949646,6.760624170303345
73,0.7318999767303467,0.8204891085624695,6.86389946937561
74,0.7342999577522278,0.8172158598899841,6.897049427032471
75,0.7361999750137329,0.8124845623970032,6.692178726196289
76,0.7378000020980835,0.8097202181816101,6.786779880523682
77,0.7383999824523926,0.8067326545715332,6.8319432735443115
78,0.7387999892234802,0.8008887767791748,6.768138408660889
79,0.7396999597549438,0.7982352375984192,6.71509575843811
80,0.7410999536514282,0.7947449088096619,6.742196559906006
81,0.7419999837875366,0.7890678644180298,6.871660232543945
82,0.7434999942779541,0.7837771773338318,6.795788764953613
83,0.7437999844551086,0.7803186178207397,6.697282552719116
84,0.7441999912261963,0.777184247970581,6.657756328582764
85,0.7444999814033508,0.773547351360321,6.7433741092681885
86,0.7468000054359436,0.7717260122299194,6.798081874847412
87,0.7472999691963196,0.7695043683052063,7.0108020305633545
